resurvey,plot_id,species,taxongroup,layer,cover
0,373467,Urtica dioica,Vascular plant,6,3
0,373472,Achillea millefolium aggr.,Vascular plant,6,1
0,373472,Anthriscus sylvestris,Vascular plant,6,13
0,373472,Arctium tomentosum,Vascular plant,6,2
0,373472,Artemisia vulgaris,Vascular plant,6,3
0,373472,Cirsium arvense,Vascular plant,6,1
0,373472,Elytrigia repens aggr.,Vascular plant,6,13
0,373472,Epilobium hirsutum,Vascular plant,6,1
0,373472,Galeopsis tetrahit aggr.,Vascular plant,6,2
0,373472,Galium aparine,Vascular plant,6,13
0,373472,Heracleum sphondylium,Vascular plant,6,3
0,373472,Silene latifolia,Vascular plant,6,3
0,373472,Tanacetum vulgare,Vascular plant,6,2
0,373472,Urtica dioica,Vascular plant,6,68
0,374438,Agrostis stolonifera,Vascular plant,6,2
0,374438,Bidens frondosa,Vascular plant,6,38
0,374438,Butomus umbellatus,Vascular plant,6,1
0,374438,Calystegia sepium,Vascular plant,6,2
0,374438,Carex acuta,Vascular plant,6,2
0,374438,Carex riparia,Vascular plant,6,3
0,374438,Echinochloa crus-galli,Vascular plant,6,1
0,374438,Humulus lupulus,Vascular plant,6,1
0,374438,Iris pseudacorus,Vascular plant,6,3
0,374438,Lycopus europaeus,Vascular plant,6,2
0,374438,Lythrum salicaria,Vascular plant,6,2
0,374438,Mentha species,Vascular plant,6,2
0,374438,Persicaria amphibia,Vascular plant,6,2
0,374438,Persicaria hydropiper,Vascular plant,6,13
0,374438,Phalaroides arundinacea,Vascular plant,6,2
0,374438,Rorippa palustris,Vascular plant,6,2
0,374438,Symphyotrichum novi-belgii aggr.,Vascular plant,6,1
0,374438,Urtica dioica,Vascular plant,6,2
0,374639,Allium angulosum,Vascular plant,6,2
0,374639,Argentina anserina,Vascular plant,6,2
0,374639,Carex acuta,Vascular plant,6,2
0,374639,Carex hirta,Vascular plant,6,2
0,374639,Carex praecox,Vascular plant,6,2
0,374639,Carex vulpina,Vascular plant,6,2
0,374639,Cirsium arvense,Vascular plant,6,2
0,374639,Eleocharis uniglumis,Vascular plant,6,3
0,374639,Elytrigia repens aggr.,Vascular plant,6,3
0,374639,Euphorbia lucida,Vascular plant,6,88
0,374639,Galium palustre aggr.,Vascular plant,6,2
0,374639,Inula britannica,Vascular plant,6,2
0,374639,Mentha arvensis,Vascular plant,6,3
0,374639,Persicaria hydropiper,Vascular plant,6,2
0,374639,Poa palustris,Vascular plant,6,2
0,374639,Potentilla reptans,Vascular plant,6,13
0,374639,Ranunculus repens,Vascular plant,6,1
0,374639,Rorippa sylvestris,Vascular plant,6,1
0,374639,Rumex obtusifolius,Vascular plant,6,2
0,374639,Scutellaria hastifolia,Vascular plant,6,2
0,374639,Selinum dubium,Vascular plant,6,2
0,375358,Achillea millefolium aggr.,Vascular plant,6,2
0,375358,Allium angulosum,Vascular plant,6,2
0,375358,Alopecurus pratensis,Vascular plant,6,3
0,375358,Cardamine pratensis aggr.,Vascular plant,6,3
0,375358,Carex acuta,Vascular plant,6,1
0,375358,Carex praecox,Vascular plant,6,3
0,375358,Centaurea jacea aggr.,Vascular plant,6,2
0,375358,Cerastium fontanum subsp. vulgare,Vascular plant,6,3
0,375358,Cirsium arvense,Vascular plant,6,2
0,375358,Colchicum autumnale,Vascular plant,6,2
0,375358,Deschampsia cespitosa aggr.,Vascular plant,6,13
0,375358,Filipendula ulmaria,Vascular plant,6,38
0,375358,Galium boreale,Vascular plant,6,3
0,375358,Galium mollugo aggr.,Vascular plant,6,2
0,375358,Iris sibirica,Vascular plant,6,13
0,375358,Lathyrus pratensis,Vascular plant,6,3
0,375358,Leucanthemum vulgare aggr.,Vascular plant,6,2
0,375358,Lotus corniculatus,Vascular plant,6,2
0,375358,Lysimachia vulgaris,Vascular plant,6,2
0,375358,Lythrum virgatum,Vascular plant,6,2
0,375358,Ornithogalum umbellatum,Vascular plant,6,2
0,375358,Plantago lanceolata,Vascular plant,6,3
0,375358,Poa pratensis aggr.,Vascular plant,6,13
0,375358,Potentilla reptans,Vascular plant,6,2
0,375358,Ranunculus acris aggr.,Vascular plant,6,3
0,375358,Ranunculus auricomus aggr.,Vascular plant,6,3
0,375358,Ranunculus repens,Vascular plant,6,3
0,375358,Rumex acetosa,Vascular plant,6,2
0,375358,Sanguisorba officinalis,Vascular plant,6,2
0,375358,Selinum dubium,Vascular plant,6,38
0,375358,Serratula tinctoria,Vascular plant,6,38
0,375358,Silene flos-cuculi,Vascular plant,6,3
0,375358,Trifolium hybridum,Vascular plant,6,2
0,375358,Valerianella locusta,Vascular plant,6,2
0,375358,Veronica arvensis,Vascular plant,6,2
0,375358,Veronica serpyllifolia,Vascular plant,6,2
0,375358,Vicia sativa,Vascular plant,6,2
0,375358,Viola pumila,Vascular plant,6,2
0,375559,Atriplex prostrata,Vascular plant,6,2
0,375559,Bolboschoenus maritimus aggr.,Vascular plant,6,2
0,375559,Chenopodium ficifolium,Vascular plant,6,1
0,375559,Echinochloa crus-galli,Vascular plant,6,2
0,375559,Oxybasis chenopodioides,Vascular plant,6,18
0,375559,Oxybasis glauca,Vascular plant,6,2
0,375559,Phragmites australis,Vascular plant,7,2
0,375559,Sonchus arvensis,Vascular plant,6,2
0,377262,Achillea millefolium aggr.,Vascular plant,6,2
0,377262,Agrostis capillaris,Vascular plant,6,2
0,377262,Alchemilla species,Vascular plant,6,2
0,377262,Alopecurus pratensis,Vascular plant,6,3
0,377262,Carex brizoides,Vascular plant,6,8
0,377262,Carex disticha,Vascular plant,6,3
0,377262,Carex leporina,Vascular plant,6,1
0,377262,Carex pallescens,Vascular plant,6,2
0,377262,Carex panicea,Vascular plant,6,2
0,377262,Deschampsia cespitosa aggr.,Vascular plant,6,18
0,377262,Filipendula ulmaria,Vascular plant,6,2
0,377262,Galium mollugo aggr.,Vascular plant,6,2
0,377262,Galium uliginosum,Vascular plant,6,2
0,377262,Hieracium species,Vascular plant,6,2
0,377262,Lathyrus pratensis,Vascular plant,6,8
0,377262,Lythrum salicaria,Vascular plant,6,2
0,377262,Molinia caerulea aggr.,Vascular plant,6,18
0,377262,Poa pratensis aggr.,Vascular plant,6,3
0,377262,Potentilla erecta,Vascular plant,6,8
0,377262,Ranunculus acris aggr.,Vascular plant,6,1
0,377262,Ranunculus auricomus aggr.,Vascular plant,6,1
0,377262,Sanguisorba officinalis,Vascular plant,6,18
0,377262,Silene flos-cuculi,Vascular plant,6,2
0,377262,Stachys officinalis,Vascular plant,6,18
0,377262,Vicia cracca,Vascular plant,6,2
0,378088,Arrhenatherum elatius,Vascular plant,6,68
0,378088,Asperula cynanchica,Vascular plant,6,2
0,378088,Ballota nigra,Vascular plant,6,2
0,378088,Brachypodium sylvaticum,Vascular plant,6,2
0,378088,Campanula bononiensis,Vascular plant,6,2
0,378088,Elytrigia repens aggr.,Vascular plant,6,2
0,378088,Eryngium campestre,Vascular plant,6,2
0,378088,Erysimum odoratum,Vascular plant,6,2
0,378088,Euphorbia cyparissias,Vascular plant,6,2
0,378088,Falcaria vulgaris,Vascular plant,6,2
0,378088,Fallopia convolvulus,Vascular plant,6,2
0,378088,Festuca stricta subsp. sulcata,Vascular plant,6,3
0,378088,Fragaria viridis,Vascular plant,6,3
0,378088,Galium aparine,Vascular plant,6,1
0,378088,Hesperis sylvestris,Vascular plant,6,3
0,378088,Hylotelephium maximum,Vascular plant,6,3
0,378088,Hypericum perforatum,Vascular plant,6,2
0,378088,Lamium maculatum,Vascular plant,6,2
0,378088,Melica ciliata aggr.,Vascular plant,6,2
0,378088,Peucedanum cervaria,Vascular plant,6,2
0,378088,Pimpinella saxifraga,Vascular plant,6,2
0,378088,Salvia pratensis,Vascular plant,6,2
0,378088,Thalictrum minus,Vascular plant,6,2
0,378088,Thymus odoratissimus aggr.,Vascular plant,6,2
0,378088,Vincetoxicum hirundinaria,Vascular plant,6,13
0,378088,Viola tricolor aggr.,Vascular plant,6,2
0,378131,Achillea pannonica,Vascular plant,6,2
0,378131,Anthericum ramosum,Vascular plant,6,3
0,378131,Arrhenatherum elatius,Vascular plant,6,2
0,378131,Asperula cynanchica,Vascular plant,6,1
0,378131,Brachypodium pinnatum,Vascular plant,6,3
0,378131,Campanula glomerata,Vascular plant,6,1
0,378131,Carex humilis,Vascular plant,6,13
0,378131,Centaurea scabiosa,Vascular plant,6,2
0,378131,Dactylis glomerata,Vascular plant,6,2
0,378131,Dianthus carthusianorum aggr.,Vascular plant,6,2
0,378131,Dorycnium pentaphyllum,Vascular plant,6,2
0,378131,Elytrigia intermedia,Vascular plant,6,2
0,378131,Euphorbia cyparissias,Vascular plant,6,2
0,378131,Festuca stricta subsp. sulcata,Vascular plant,6,2
0,378131,Galatella linosyris,Vascular plant,6,13
0,378131,Galium glaucum,Vascular plant,6,2
0,378131,Galium verum,Vascular plant,6,2
0,378131,Helictochloa pratensis,Vascular plant,6,13
0,378131,Inula ensifolia,Vascular plant,6,13
0,378131,Inula hirta,Vascular plant,6,13
0,378131,Koeleria macrantha,Vascular plant,6,2
0,378131,Linum tenuifolium,Vascular plant,6,1
0,378131,Melampyrum arvense,Vascular plant,6,2
0,378131,Peucedanum cervaria,Vascular plant,6,13
0,378131,Phleum phleoides,Vascular plant,6,2
0,378131,Poa compressa,Vascular plant,6,2
0,378131,Poa pratensis aggr.,Vascular plant,6,2
0,378131,Salvia pratensis,Vascular plant,6,2
0,378131,Sanguisorba minor aggr.,Vascular plant,6,2
0,378131,Silene vulgaris,Vascular plant,6,2
0,378131,Stachys recta,Vascular plant,6,2
0,378131,Stipa pennata,Vascular plant,6,2
0,378131,Stipa pulcherrima,Vascular plant,6,13
0,378131,Tanacetum corymbosum,Vascular plant,6,1
0,378131,Teucrium chamaedrys,Vascular plant,6,1
0,378328,Abietinella abietina,Moss,9,3
0,378328,Achillea pannonica,Vascular plant,6,3
0,378328,Adonis vernalis,Vascular plant,6,3
0,378328,Anthericum ramosum,Vascular plant,6,3
0,378328,Artemisia pancicii,Vascular plant,6,8
0,378328,Asperula cynanchica,Vascular plant,6,3
0,378328,Aster amellus,Vascular plant,6,3
0,378328,Brachypodium pinnatum,Vascular plant,6,3
0,378328,Brachytheciastrum velutinum,Moss,9,1
0,378328,Bupleurum falcatum,Vascular plant,6,2
0,378328,Carex humilis,Vascular plant,6,3
0,378328,Crepis praemorsa aggr.,Vascular plant,6,2
0,378328,Cytisus ratisbonensis,Vascular plant,6,3
0,378328,Dactylis glomerata,Vascular plant,6,2
0,378328,Dianthus carthusianorum aggr.,Vascular plant,6,2
0,378328,Dictamnus albus,Vascular plant,6,3
0,378328,Elytrigia intermedia,Vascular plant,6,4
0,378328,Festuca stricta subsp. sulcata,Vascular plant,6,3
0,378328,Festuca valesiaca aggr.,Vascular plant,6,2
0,378328,Fissidens dubius,Moss,9,3
0,378328,Galatella linosyris,Vascular plant,6,18
0,378328,Galium glaucum,Vascular plant,6,3
0,378328,Genista tinctoria,Vascular plant,6,3
0,378328,Geranium sanguineum,Vascular plant,6,8
0,378328,Helictochloa pratensis,Vascular plant,6,2
0,378328,Hieracium umbellatum,Vascular plant,6,2
0,378328,Homalothecium lutescens,Moss,9,4
0,378328,Hylotelephium maximum,Vascular plant,6,1
0,378328,Hypericum perforatum,Vascular plant,6,1
0,378328,Inula ensifolia,Vascular plant,6,3
0,378328,Inula hirta,Vascular plant,6,8
0,378328,Oxyrrhynchium hians,Moss,9,2
0,378328,Phleum phleoides,Vascular plant,6,2
0,378328,Salvia pratensis,Vascular plant,6,2
0,378328,Scabiosa canescens,Vascular plant,6,3
0,378328,Seseli annuum,Vascular plant,6,2
0,378328,Stipa pulcherrima,Vascular plant,6,2
0,378328,Thalictrum minus,Vascular plant,6,2
0,378328,Veronica spicata,Vascular plant,6,3
0,378345,Abietinella abietina,Moss,9,3
0,378345,Asperula cynanchica,Vascular plant,6,2
0,378345,Aster amellus,Vascular plant,6,2
0,378345,Astragalus austriacus,Vascular plant,6,2
0,378345,Bothriochloa ischaemum,Vascular plant,6,2
0,378345,Brachypodium pinnatum,Vascular plant,6,38
0,378345,Bromopsis inermis,Vascular plant,6,2
0,378345,Bupleurum falcatum,Vascular plant,6,8
0,378345,Campyliadelphus chrysophyllus,Moss,9,2
0,378345,Centaurea scabiosa,Vascular plant,6,3
0,378345,Centaurea stoebe,Vascular plant,6,2
0,378345,Clinopodium acinos,Vascular plant,6,2
0,378345,Crataegus monogyna,Vascular plant,7,3
0,378345,Dorycnium pentaphyllum,Vascular plant,6,2
0,378345,Echium vulgare,Vascular plant,6,2
0,378345,Eryngium campestre,Vascular plant,6,2
0,378345,Festuca stricta subsp. sulcata,Vascular plant,6,3
0,378345,Fissidens dubius,Moss,9,2
0,378345,Galium verum,Vascular plant,6,2
0,378345,Helictochloa pratensis,Vascular plant,6,3
0,378345,Hypnum cupressiforme aggr.,Moss,9,1
0,378345,Inula ensifolia,Vascular plant,6,18
0,378345,Koeleria macrantha,Vascular plant,6,2
0,378345,Melampyrum arvense,Vascular plant,6,2
0,378345,Peucedanum alsaticum,Vascular plant,6,2
0,378345,Pilosella bauhini,Vascular plant,6,1
0,378345,Pimpinella saxifraga,Vascular plant,6,2
0,378345,Poa pratensis aggr.,Vascular plant,6,2
0,378345,Potentilla incana,Vascular plant,6,2
0,378345,Ptychostomum capillare,Moss,9,1
0,378345,Rhytidium rugosum,Moss,9,8
0,378345,Salvia pratensis,Vascular plant,6,3
0,378345,Salvia verticillata,Vascular plant,6,3
0,378345,Sanguisorba minor aggr.,Vascular plant,6,3
0,378345,Scabiosa ochroleuca,Vascular plant,6,2
0,378345,Seseli hippomarathrum,Vascular plant,6,3
0,378345,Stipa pennata,Vascular plant,6,2
0,378345,Thymus species,Vascular plant,6,2
0,378345,Weissia species,Moss,9,1
0,378354,Achillea millefolium aggr.,Vascular plant,6,2
0,378354,Agrimonia eupatoria,Vascular plant,6,3
0,378354,Brachypodium pinnatum,Vascular plant,6,8
0,378354,Bromopsis inermis,Vascular plant,6,3
0,378354,Bupleurum falcatum,Vascular plant,6,2
0,378354,Calamagrostis epigejos,Vascular plant,6,2
0,378354,Carlina vulgaris aggr.,Vascular plant,6,2
0,378354,Crambe tataria,Vascular plant,6,1
0,378354,Crataegus monogyna,Vascular plant,4,3
0,378354,Cytisus virescens,Vascular plant,6,2
0,378354,Daucus carota,Vascular plant,6,2
0,378354,Eryngium campestre,Vascular plant,6,2
0,378354,Fragaria viridis,Vascular plant,6,1
0,378354,Galium spurium,Vascular plant,6,2
0,378354,Homalothecium lutescens,Moss,9,8
0,378354,Hypericum perforatum,Vascular plant,6,2
0,378354,Jacobaea vulgaris,Vascular plant,6,1
0,378354,Origanum vulgare,Vascular plant,6,3
0,378354,Oxyrrhynchium hians,Moss,9,3
0,378354,Peucedanum alsaticum,Vascular plant,6,8
0,378354,Potentilla recta,Vascular plant,6,2
0,378354,Prunus spinosa,Vascular plant,4,2
0,378354,Rosa canina aggr.,Vascular plant,4,2
0,378354,Salvia nemorosa,Vascular plant,6,2
0,378354,Salvia verticillata,Vascular plant,6,2
0,378354,Stipa capillata,Vascular plant,6,68
0,378354,Viola ambigua,Vascular plant,6,3
0,378400,Achillea millefolium aggr.,Vascular plant,6,2
0,378400,Anemone sylvestris,Vascular plant,6,2
0,378400,Arrhenatherum elatius,Vascular plant,6,8
0,378400,Aster amellus,Vascular plant,6,3
0,378400,Astragalus cicer,Vascular plant,6,2
0,378400,Brachypodium pinnatum,Vascular plant,6,38
0,378400,Bupleurum falcatum,Vascular plant,6,2
0,378400,Calamagrostis epigejos,Vascular plant,6,2
0,378400,Campyliadelphus chrysophyllus,Moss,9,8
0,378400,Carlina vulgaris aggr.,Vascular plant,6,2
0,378400,Centaurea scabiosa,Vascular plant,6,2
0,378400,Cytisus ratisbonensis,Vascular plant,6,3
0,378400,Dactylis glomerata,Vascular plant,6,2
0,378400,Dorycnium pentaphyllum,Vascular plant,6,8
0,378400,Erigeron acris,Vascular plant,6,1
0,378400,Euphorbia esula,Vascular plant,6,2
0,378400,Falcaria vulgaris,Vascular plant,6,2
0,378400,Festuca stricta subsp. sulcata,Vascular plant,6,3
0,378400,Hieracium umbellatum,Vascular plant,6,3
0,378400,Homalothecium lutescens,Moss,9,8
0,378400,Hypericum perforatum,Vascular plant,6,2
0,378400,Knautia arvensis,Vascular plant,6,2
0,378400,Lathyrus tuberosus,Vascular plant,6,2
0,378400,Leontodon hispidus,Vascular plant,6,8
0,378400,Lotus corniculatus,Vascular plant,6,2
0,378400,Lotus maritimus,Vascular plant,6,8
0,378400,Origanum vulgare,Vascular plant,6,3
0,378400,Peucedanum alsaticum,Vascular plant,6,2
0,378400,Peucedanum cervaria,Vascular plant,6,2
0,378400,Pimpinella saxifraga,Vascular plant,6,2
0,378400,Poa compressa,Vascular plant,6,2
0,378400,Poa pratensis aggr.,Vascular plant,6,3
0,378400,Potentilla heptaphylla,Vascular plant,6,2
0,378400,Prunus spinosa,Vascular plant,7,2
0,378400,Salvia pratensis,Vascular plant,6,2
0,378400,Salvia verticillata,Vascular plant,6,2
0,378400,Sanguisorba minor aggr.,Vascular plant,6,2
0,378400,Scabiosa ochroleuca,Vascular plant,6,2
0,378400,Schedonorus pratensis,Vascular plant,6,2
0,378400,Tragopogon pratensis,Vascular plant,6,1
0,378400,Trifolium pratense,Vascular plant,6,1
0,378400,Viola hirta,Vascular plant,6,2
0,378412,Alopecurus pratensis,Vascular plant,6,3
0,378412,Anthoxanthum odoratum aggr.,Vascular plant,6,3
0,378412,Argentina anserina,Vascular plant,6,2
0,378412,Calystegia sepium,Vascular plant,6,2
0,378412,Cardamine pratensis aggr.,Vascular plant,6,2
0,378412,Carex acuta,Vascular plant,6,8
0,378412,Carex disticha,Vascular plant,6,2
0,378412,Centaurea jacea aggr.,Vascular plant,6,2
0,378412,Cerastium fontanum subsp. vulgare,Vascular plant,6,1
0,378412,Cirsium arvense,Vascular plant,6,1
0,378412,Cirsium canum,Vascular plant,6,2
0,378412,Deschampsia cespitosa aggr.,Vascular plant,6,8
0,378412,Eleocharis species,Vascular plant,6,2
0,378412,Euphorbia lucida,Vascular plant,6,8
0,378412,Fraxinus angustifolia,Vascular plant,7,1
0,378412,Galium palustre aggr.,Vascular plant,6,2
0,378412,Iris pseudacorus,Vascular plant,6,2
0,378412,Lathyrus palustris,Vascular plant,6,2
0,378412,Lotus tenuis,Vascular plant,6,2
0,378412,Lysimachia nummularia,Vascular plant,6,2
0,378412,Lysimachia vulgaris,Vascular plant,6,3
0,378412,Lythrum virgatum,Vascular plant,6,2
0,378412,Mentha arvensis,Vascular plant,6,3
0,378412,Plantago lanceolata,Vascular plant,6,2
0,378412,Plantago major,Vascular plant,6,1
0,378412,Poa palustris,Vascular plant,6,8
0,378412,Poa pratensis aggr.,Vascular plant,6,18
0,378412,Populus alba,Vascular plant,7,2
0,378412,Potentilla reptans,Vascular plant,6,2
0,378412,Prunella vulgaris,Vascular plant,6,3
0,378412,Ranunculus auricomus aggr.,Vascular plant,6,2
0,378412,Ranunculus repens,Vascular plant,6,2
0,378412,Rubus caesius,Vascular plant,6,2
0,378412,Salvia pratensis,Vascular plant,6,2
0,378412,Schedonorus pratensis,Vascular plant,6,2
0,378412,Scorzoneroides autumnalis,Vascular plant,6,3
0,378412,Selinum dubium,Vascular plant,6,2
0,378412,Silene flos-cuculi,Vascular plant,6,3
0,378412,Symphytum officinale,Vascular plant,6,1
0,378412,Taraxacum sect. Taraxacum,Vascular plant,6,3
0,378412,Trifolium repens,Vascular plant,6,2
0,378412,Viola stagnina,Vascular plant,6,2
0,378420,Achillea millefolium aggr.,Vascular plant,6,3
0,378420,Alopecurus pratensis,Vascular plant,6,38
0,378420,Arabidopsis thaliana,Vascular plant,6,2
0,378420,Arctium species,Vascular plant,6,1
0,378420,Capsella bursa-pastoris,Vascular plant,6,1
0,378420,Carduus acanthoides,Vascular plant,6,3
0,378420,Carex acuta,Vascular plant,6,2
0,378420,Carex vulpina,Vascular plant,6,2
0,378420,Cerastium dubium,Vascular plant,6,2
0,378420,Cerastium fontanum subsp. vulgare,Vascular plant,6,2
0,378420,Cerastium pumilum,Vascular plant,6,2
0,378420,Cirsium arvense,Vascular plant,6,2
0,378420,Dactylis glomerata,Vascular plant,6,1
0,378420,Elytrigia repens aggr.,Vascular plant,6,3
0,378420,Erigeron canadensis,Vascular plant,6,2
0,378420,Euphorbia esula,Vascular plant,6,2
0,378420,Festuca stricta subsp. sulcata,Vascular plant,6,3
0,378420,Galium aparine,Vascular plant,6,1
0,378420,Galium mollugo aggr.,Vascular plant,6,8
0,378420,Glechoma hederacea,Vascular plant,6,2
0,378420,Linaria vulgaris,Vascular plant,6,2
0,378420,Lythrum virgatum,Vascular plant,6,2
0,378420,Myosotis ramosissima,Vascular plant,6,2
0,378420,Odontites vulgaris aggr.,Vascular plant,6,2
0,378420,Pimpinella saxifraga,Vascular plant,6,1
0,378420,Poa palustris,Vascular plant,6,4
0,378420,Poa pratensis aggr.,Vascular plant,6,18
0,378420,Populus species,Vascular plant,7,2
0,378420,Ranunculus repens,Vascular plant,6,2
0,378420,Rumex thyrsiflorus,Vascular plant,6,2
0,378420,Silene flos-cuculi,Vascular plant,6,2
0,378420,Stellaria graminea,Vascular plant,6,3
0,378420,Stellaria media,Vascular plant,6,2
0,378420,Taraxacum sect. Taraxacum,Vascular plant,6,2
0,378420,Thalictrum flavum,Vascular plant,6,2
0,378420,Trifolium pratense,Vascular plant,6,2
0,378420,Veronica arvensis,Vascular plant,6,2
0,378420,Vicia tetrasperma,Vascular plant,6,2
0,378420,Viola stagnina,Vascular plant,6,2
0,378439,Achillea millefolium aggr.,Vascular plant,6,2
0,378439,Agrimonia eupatoria,Vascular plant,6,2
0,378439,Arrhenatherum elatius,Vascular plant,6,3
0,378439,Astragalus glycyphyllos,Vascular plant,6,3
0,378439,Bothriochloa ischaemum,Vascular plant,6,3
0,378439,Brachypodium pinnatum,Vascular plant,6,18
0,378439,Brachythecium albicans,Moss,9,1
0,378439,Bupleurum falcatum,Vascular plant,6,2
0,378439,Calamagrostis epigejos,Vascular plant,6,2
0,378439,Campyliadelphus chrysophyllus,Moss,9,1
0,378439,Carlina vulgaris aggr.,Vascular plant,6,2
0,378439,Centaurea scabiosa,Vascular plant,6,3
0,378439,Centaurea stoebe,Vascular plant,6,2
0,378439,Crataegus monogyna,Vascular plant,7,2
0,378439,Daucus carota,Vascular plant,6,2
0,378439,Erigeron acris,Vascular plant,6,2
0,378439,Eryngium campestre,Vascular plant,6,2
0,378439,Falcaria vulgaris,Vascular plant,6,2
0,378439,Festuca stricta subsp. sulcata,Vascular plant,6,38
0,378439,Fragaria viridis,Vascular plant,6,2
0,378439,Galium verum,Vascular plant,6,3
0,378439,Hieracium species,Vascular plant,6,2
0,378439,Homalothecium lutescens,Moss,9,8
0,378439,Hypericum perforatum,Vascular plant,6,2
0,378439,Knautia arvensis,Vascular plant,6,2
0,378439,Ligustrum vulgare,Vascular plant,7,2
0,378439,Lotus corniculatus,Vascular plant,6,2
0,378439,Odontites vulgaris aggr.,Vascular plant,6,2
0,378439,Ononis spinosa,Vascular plant,6,3
0,378439,Origanum vulgare,Vascular plant,6,3
0,378439,Oxyrrhynchium hians,Moss,9,3
0,378439,Peucedanum alsaticum,Vascular plant,6,2
0,378439,Picris hieracioides,Vascular plant,6,2
0,378439,Pilosella officinarum,Vascular plant,6,2
0,378439,Plantago lanceolata,Vascular plant,6,2
0,378439,Poa pratensis aggr.,Vascular plant,6,3
0,378439,Scabiosa ochroleuca,Vascular plant,6,2
0,378439,Securigera varia,Vascular plant,6,3
0,378528,Adonis vernalis,Vascular plant,6,2
0,378528,Agrimonia eupatoria,Vascular plant,6,2
0,378528,Agrostis gigantea,Vascular plant,6,2
0,378528,Arabis hirsuta aggr.,Vascular plant,6,1
0,378528,Avenula pubescens,Vascular plant,6,2
0,378528,Brachypodium pinnatum,Vascular plant,6,38
0,378528,Briza media,Vascular plant,6,2
0,378528,Bupleurum falcatum,Vascular plant,6,2
0,378528,Carex filiformis,Vascular plant,6,3
0,378528,Carex flacca,Vascular plant,6,2
0,378528,Centaurea scabiosa,Vascular plant,6,2
0,378528,Crataegus monogyna,Vascular plant,4,3
0,378528,Cuscuta epithymum,Vascular plant,6,2
0,378528,Dorycnium pentaphyllum,Vascular plant,6,3
0,378528,Eryngium campestre,Vascular plant,6,2
0,378528,Festuca stricta subsp. sulcata,Vascular plant,6,3
0,378528,Fissidens taxifolius,Moss,9,1
0,378528,Fragaria viridis,Vascular plant,6,2
0,378528,Galium verum,Vascular plant,6,2
0,378528,Hypericum perforatum,Vascular plant,6,2
0,378528,Knautia arvensis,Vascular plant,6,2
0,378528,Ligustrum vulgare,Vascular plant,7,2
0,378528,Linum catharticum,Vascular plant,6,2
0,378528,Lotus corniculatus,Vascular plant,6,2
0,378528,Medicago falcata,Vascular plant,6,3
0,378528,Ononis spinosa,Vascular plant,6,8
0,378528,Oxyrrhynchium hians,Moss,9,3
0,378528,Peucedanum alsaticum,Vascular plant,6,2
0,378528,Peucedanum cervaria,Vascular plant,6,8
0,378528,Poa pratensis aggr.,Vascular plant,6,3
0,378528,Prunus avium,Vascular plant,7,2
0,378528,Prunus fruticosa,Vascular plant,7,2
0,378528,Prunus spinosa,Vascular plant,4,3
0,378528,Prunus spinosa,Vascular plant,7,2
0,378528,Rhamnus cathartica,Vascular plant,7,1
0,378528,Rosa canina aggr.,Vascular plant,4,2
0,378528,Salvia pratensis,Vascular plant,6,2
0,378528,Securigera varia,Vascular plant,6,2
0,378528,Seseli annuum,Vascular plant,6,2
0,378528,Teucrium chamaedrys,Vascular plant,6,2
0,378528,Trifolium montanum,Vascular plant,6,2
0,378528,Veronica austriaca,Vascular plant,6,2
0,378528,Viola hirta,Vascular plant,6,2
0,378628,Allium flavum,Vascular plant,6,3
0,378628,Alyssum montanum aggr.,Vascular plant,6,4
0,378628,Anthericum ramosum,Vascular plant,6,4
0,378628,Artemisia campestris,Vascular plant,6,13
0,378628,Asperula cynanchica,Vascular plant,6,4
0,378628,Campanula sibirica,Vascular plant,6,2
0,378628,Carex humilis,Vascular plant,6,29
0,378628,Centaurea scabiosa,Vascular plant,6,3
0,378628,Clinopodium acinos,Vascular plant,6,2
0,378628,Diplotaxis muralis,Vascular plant,6,3
0,378628,Dorycnium pentaphyllum,Vascular plant,6,4
0,378628,Echium vulgare,Vascular plant,6,4
0,378628,Euphorbia cyparissias,Vascular plant,6,4
0,378628,Festuca pallens,Vascular plant,6,4
0,378628,Fumana procumbens,Vascular plant,6,13
0,378628,Galium glaucum,Vascular plant,6,3
0,378628,Helianthemum nummularium subsp. obscurum,Vascular plant,6,3
0,378628,Jovibarba globifera,Vascular plant,6,3
0,378628,Linum tenuifolium,Vascular plant,6,13
0,378628,Medicago falcata,Vascular plant,6,3
0,378628,Melica ciliata aggr.,Vascular plant,6,3
0,378628,Minuartia setacea,Vascular plant,6,4
0,378628,Poa badensis aggr.,Vascular plant,6,13
0,378628,Potentilla incana,Vascular plant,6,29
0,378628,Salvia pratensis,Vascular plant,6,3
0,378628,Sanguisorba minor aggr.,Vascular plant,6,4
0,378628,Scabiosa ochroleuca,Vascular plant,6,4
0,378628,Sedum album,Vascular plant,6,4
0,378628,Seseli hippomarathrum,Vascular plant,6,4
0,378628,Seseli osseum,Vascular plant,6,4
0,378628,Sesleria caerulea,Vascular plant,6,4
0,378628,Stachys recta,Vascular plant,6,3
0,378628,Stipa capillata,Vascular plant,6,13
0,378628,Takhtajaniantha austriaca,Vascular plant,6,4
0,378628,Teucrium montanum,Vascular plant,6,29
0,378628,Thymus species,Vascular plant,6,4
0,378628,Veronica spicata,Vascular plant,6,23
0,378722,Achillea millefolium aggr.,Vascular plant,6,2
